simulation,sample_comp_mean,sample_comp_std,correctness
417,14811.8992806,270.81793,100.0
418,14811.7177033,270.5192,100.0
419,14811.1551313,270.44089,100.0
420,14811.6904762,270.34093,100.0
421,14811.7719715,270.02483,100.0
422,14812.1279621,269.8036,100.0
423,14811.6737589,269.64598,100.0
424,14811.0754717,269.60876,100.0
425,14811.8070588,269.71241,100.0
426,14811.4741784,269.48305,100.0
427,14810.6697892,269.67885,100.0
428,14810.1682243,269.56294,100.0
429,14810.2424242,269.25295,100.0
430,14812.2883721,272.2578,100.0
431,14811.4292343,272.52471,100.0
432,14812.3842593,272.93021,100.0
433,14813.2240185,273.17304,100.0
434,14813.2073733,272.85836,100.0
435,14813.1494253,272.54722,100.0
436,14812.6880734,272.40449,100.0
437,14813.0434783,272.19382,100.0
438,14813.196347,271.9017,100.0
439,14813.7995444,271.88507,100.0
440,14813.9,271.58409,100.0
441,14813.4195011,271.46317,100.0
442,14812.5429864,271.77995,100.0
443,14813.1422122,271.76518,100.0
444,14813.5630631,271.60344,100.0
445,14813.7213483,271.3186,100.0
446,14812.8251121,271.67291,100.0
447,14812.5324385,271.43924,100.0
448,14813.2366071,271.54455,100.0
449,14812.5389755,271.64362,100.0
450,14812.9644444,271.49136,100.0
451,14813.5920177,271.51677,100.0
452,14813.4247788,271.23951,100.0
453,14812.8785872,271.18869,100.0
454,14812.7136564,270.91261,100.0
455,14813.3010989,270.90405,100.0
456,14813.4035088,270.61566,100.0
457,14813.4485777,270.32114,100.0
458,14814.4803493,270.92521,100.0
459,14813.372549,271.66638,100.0
460,14814.5608696,272.56254,100.0
461,14814.5856833,272.26728,100.0
462,14814.4675325,271.98429,100.0
463,14814.4967603,271.69114,100.0
464,14814.387931,271.40831,100.0
465,14814.6150538,271.16045,100.0
466,14815.4291845,271.43768,100.0
467,14815.006424,271.30044,100.0
468,14816.3888889,272.65214,100.0
469,14817.565032,273.54721,100.0
470,14818.3617021,273.80017,100.0
471,14819.044586,273.90974,100.0
472,14818.8728814,273.6448,100.0
473,14819.0697674,273.38884,100.0
474,14818.7341772,273.19782,100.0
475,14818.8589474,272.92361,100.0
476,14818.9453782,272.64328,100.0
477,14819.7610063,272.93805,100.0
478,14820.3138075,272.91958,100.0
479,14819.8329854,272.83714,100.0
480,14819.6,272.60048,100.0
481,14819.1600832,272.48747,100.0
482,14818.6970954,272.39399,100.0
483,14818.3809524,272.20037,100.0
484,14819.2727273,272.6244,100.0
485,14819.9793814,272.78657,100.0
486,14819.1522634,273.11389,100.0
487,14819.0225873,272.84832,100.0
488,14819.2991803,272.63696,100.0
489,14819.2229039,272.36326,100.0
490,14819.2285714,272.08522,100.0
491,14819.2586558,271.80882,100.0
492,14818.0528455,272.84387,100.0
493,14818.0365112,272.56725,100.0
494,14817.6032389,272.46113,100.0
495,14816.9535354,272.56856,100.0
496,14817.6733871,272.76425,100.0
497,14817.6257545,272.49177,100.0
498,14816.8835341,272.72047,100.0
499,14816.3807615,272.678,100.0
500,14816.544,272.42959,100.0
